player_id;player_name;position;matches_played;matches_started;minutes_played;minutes_per_match;goals;goals_per_match;assists;assists_per_match;yellow_cards;red_cards;total_cards;cards_per_match;penalty_goals;own_goals;clean_sheets;saves;goals_conceded;save_percentage
680;Milad Mohammadi;DEF;3;2;204;102;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
681;Saeid Ezatolahi;MID;3;3;265;88;0;0,0;0;0,0;2;0;2;0,67;0;0;;;;
682;Alireza Jahanbakhsh;MID;2;0;45;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
683;Mohammad Mohebbi;MID;3;3;246;82;1;0,33;0;0,0;0;0;0;0,0;0;0;;;;
684;Mehdi Taremi;FWD;3;3;260;87;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
685;Mehdi Ghayedi;FWD;1;0;45;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
686;Ali Alipour;FWD;1;0;37;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
687;Seyedpayam Niazmand;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
688;Mohammadhossein Kanani;DEF;2;2;136;68;0;0,0;0;0,0;1;0;1;0,5;0;0;;;;
689;Seyed Saman Ghoddos;MID;3;3;211;70;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
690;Roozbeh Cheshmi;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
691;Mahdi Torabi;MID;1;0;24;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
692;Arya Yousefi;DEF;1;1;45;45;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
693;Amirhossein Hosseinzadeh;FWD;2;0;15;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
694;Ali Nemati;DEF;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
695;Shahriyar Moghanloo;FWD;3;1;87;87;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
696;Mohammad Ghorbani;MID;1;1;90;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
697;Seyedhossein Hosseini;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
698;Ramin Rezaeian;DEF;3;3;270;90;2;0,67;1;0,33;0;0;0;0,0;0;0;;;;
699;Dennis Dargahi;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
700;Danial Iri;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
701;Amirmohammad Razaghinia;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
702;Maxime Teremoana Crocombe;GK;3;3;270;90;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;18,0;10,0;64,3
703;Timothy John Payne;DEF;3;3;227;76;0;0,0;1;0,33;0;0;0;0,0;0;0;;;;
704;Francis De Vries;DEF;2;0;16;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
705;Tyler Grant Bindon;DEF;3;1;96;96;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
706;Michael Joseph Boxall;DEF;3;2;206;103;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
707;Joe Zen Robert Bell;MID;3;3;244;81;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
708;Logan Tipene Rogerson;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
709;Marko Seufatu Nikola Stamenic;MID;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
710;Christopher Grant Wood;FWD;3;3;270;90;0;0,0;2;0,67;0;0;0;0,0;0;0;;;;
711;Sarpreet Singh;MID;3;3;212;71;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
712;Elijah Henry Just;MID;3;3;265;88;3;1,0;0;0,0;1;0;1;0,33;0;0;;;;
713;Alexander Noah Paulsen;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
714;Liberato Gianpaolo Cacace;DEF;3;3;223;74;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
715;Alex Arthur Rufer;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
716;Nando Zen Pijnaker;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
717;Finn Surman;DEF;3;3;270;90;1;0,33;0;0,0;0;0;0;0,0;0;0;;;;
718;Kosta Barbarouses;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
719;Benjamin Peter Waine;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
720;Benjamin Craig Old;MID;3;0;90;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
722;Jesse Carmichael Randall;FWD;3;0;59;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
723;Michael Cornelis Woud;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
724;Ryan Jared Thomas;MID;3;1;82;82;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
725;Callan Rennie Elliot;DEF;1;0;12;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
726;Lachlan Ryan Bayliss;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
727;Thomas Jefferson Smith;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
728;David Raya;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
729;Marc Pubill;DEF;1;0;1;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
730;Alejandro Grimaldo;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
731;Eric Garcia;DEF;1;0;21;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
732;Marcos Llorente;DEF;3;2;186;93;0;0,0;1;0,33;0;0;0;0,0;0;0;;;;
733;Mikel Merino;MID;8;1;194;194;2;0,25;0;0,0;0;0;0;0,0;0;0;;;;
734;Ferran Torres;FWD;8;1;282;282;1;0,13;1;0,13;1;0;1;0,13;0;0;;;;
735;Fabian Ruiz;MID;8;4;323;81;1;0,13;0;0,0;0;0;0;0,0;0;0;;;;
736;Pablo Gavi;MID;2;1;76;76;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
737;Daniel Olmo;FWD;8;6;494;82;0;0,0;2;0,25;0;0;0;0,0;0;0;;;;
738;Yeremy Jesús Pino;FWD;2;0;68;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
739;Pedro Antonio Porro;DEF;6;6;564;94;2;0,33;0;0,0;0;0;0;0,0;0;0;;;;
740;Joan Garcia;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
741;Aymeric Laporte;DEF;8;8;729;91;0;0,0;1;0,13;1;0;1;0,13;0;0;;;;
742;Alejandro Baena;MID;7;7;487;70;1;0,14;1;0,14;1;0;1;0,14;0;0;;;;
743;Rodrigo Rodri;MID;8;8;747;93;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
744;Nicholas Williams;FWD;6;0;108;0;0;0,0;1;0,17;0;0;0;0,0;0;0;;;;
745;Martin Zubimendi;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
746;Lamine Yamal Yamal;FWD;8;7;616;88;1;0,13;0;0,0;0;0;0;0,0;0;0;;;;
747;Pedro Pedri;MID;8;5;499;100;0;0,0;0;0,0;1;0;1;0,13;0;0;;;;
748;Mikel Oyarzabal;FWD;8;8;607;76;5;0,63;1;0,13;0;0;0;0,0;1;0;;;;
749;Pau Cubarsi;DEF;8;8;750;94;0;0,0;0;0,0;1;0;1;0,13;0;0;;;;
750;Unai Simon;GK;8;8;750;94;0;0,0;0;0,0;0;0;0;0,0;0;0;7,0;16,0;1,0;94,1
751;Marc Cucurella;DEF;8;8;750;94;0;0,0;2;0,25;1;0;1;0,13;0;0;;;;
752;Victor Munoz;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
753;Borja Iglesias;FWD;1;0;1;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
754;José Vozinha;GK;4;4;390;98;0;0,0;0;0,0;0;0;0;0,0;0;0;2,0;23,0;5,0;82,1
755;Ianique Stopira;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
756;Alberto Diney;DEF;4;4;390;98;1;0,25;0;0,0;1;0;1;0,25;0;0;;;;
757;Carlos Pico Lopes;DEF;4;4;390;98;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
758;Evans Logan Costa;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
759;Lenini Kevin Pina;MID;4;4;350;88;1;0,25;0;0,0;0;0;0;0,0;0;0;;;;
760;Eduardo Jovane;MID;2;2;141;71;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
761;Paulo Joao Paulo;MID;2;1;104;104;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
762;BENCHIMOLGilson Gilson;FWD;2;1;78;78;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
763;Gregory Jamiro Monteiro;MID;4;3;283;94;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
764;RODRIGUESGarry Garry;MID;2;1;77;77;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
765;Salomão Marcio;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
766;CABRALSidny Sidny Lopes;DEF;3;3;286;95;1;0,33;0;0,0;2;0;2;0,67;0;0;;;;
767;Deroy Deroy Duarte;MID;4;2;263;132;1;0,25;0;0,0;0;0;0;0,0;0;0;;;;
768;Michael Laros Duarte;MID;4;2;167;84;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
769;SEMEDOJair Yannick;MID;2;0;30;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
770;Johnson Willy;MID;3;1;130;130;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
771;Emanuel Telmo;MID;2;1;57;57;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
772;Dailon Dailon Livramento;FWD;3;2;175;88;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
773;Isaac Ryan;FWD;4;4;331;83;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
774;Miguel Nuno Da Costa;MID;4;1;157;157;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
775;MOREIRASteven Steven;DEF;4;3;301;100;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
776;Joaquim Cj Dos Santos;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
777;Fabricio Wagner Pina;DEF;1;1;90;90;0;0,0;0;0,0;1;0;1;1,0;0;0;;;;
778;PIRESKelvin Kelvin;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
779;Sandro Helio Varela;MID;3;0;101;0;1;0,33;0;0,0;0;0;0;0,0;0;0;;;;
780;Dhahi Nawaf Alaqidi;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
781;Hassan Ali Majrashi;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
782;Mohammed Ali Lajami;DEF;3;1;148;148;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
783;Ali Abdulelah Alamri;DEF;3;3;240;80;1;0,33;0;0,0;1;0;1;0,33;0;0;;;;
784;Mohammed Hassan Altambakti;DEF;3;3;213;71;0;0,0;0;0,0;0;0;0;0,0;0;1;;;;
785;Essa Nasser Aldawsari;MID;3;2;207;104;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
786;Fahad Musab Aljuwayr;MID;3;2;153;77;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
787;Yahya Aiman Yahya;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
788;Tariq Feras;FWD;3;3;240;80;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
789;Mohammed Salem Aldawsari;FWD;3;3;245;82;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
790;Khalid Saleh;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
791;Abdullah Saud Abdulhamid;DEF;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
792;Meshari Nawaf Bu Washl;DEF;2;1;91;91;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
793;Kadish Hassan;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
794;Mohammed Abdullah Alkhaibari;MID;3;3;182;61;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
795;Mubarak Ziyad Aljohani;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
796;Essa Khalid Alghannam;FWD;1;0;1;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
797;Mohsen Ala Alhajji;MID;2;0;31;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
798;Abdulrahman Abdullah Alhamddan;FWD;3;0;70;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
799;Ahmed Sultan Mandash;FWD;1;1;65;65;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
800;Khalil Mohammed Alowais;GK;3;3;270;90;0;0,0;0;0,0;0;0;0;0,0;0;0;1,0;18,0;5,0;78,3
801;Ali Ahmed;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
802;Ibrahim Mohamed;MID;3;2;224;112;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
803;Saad Moteb Alharbi;DEF;3;2;188;94;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
804;Abdullatif Jehad Thikri;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
805;Waheeb Mohammed Abu Alshamat;DEF;3;1;136;136;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
806;Sergio Ramón Rochet;GK;1;0;44;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
807;José María Gimenez;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
808;Sebastián Enzo Caceres;DEF;3;3;270;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
809;Ronald Federico Araujo;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
810;Manuel Ugarte;MID;3;3;187;62;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
811;Rodrigo Bentancur;MID;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
812;Diego Nicolás De La Cruz;MID;3;0;83;0;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
813;Federico Santiago Valverde;MID;3;3;236;79;0;0,0;1;0,33;0;0;0;0,0;0;0;;;;
814;Darwin Gabriel Nunez;FWD;3;2;156;78;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
815;Giorgian Daniel De Arrascaeta;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
816;Facundo Pellistri;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
817;Santiago Andres Mele;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
818;Guillermo Varela;DEF;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
819;Agustin Canobbio;MID;3;2;224;112;1;0,33;0;0,0;0;0;0;0,0;0;0;;;;
820;Emiliano Martinez;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
821;Mathías Olivera;DEF;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
822;Matías Nicolas Vina;DEF;1;1;46;46;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
823;Paul Brian Rodriguez;FWD;3;0;38;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
824;Rodrigo Sebastian Aguirre;FWD;1;0;1;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
825;Maximiliano Javier Araujo;MID;3;3;252;84;2;0,67;1;0,33;0;0;0;0,0;0;0;;;;
826;Federico Sebastian Vinas;FWD;3;2;194;97;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
827;Joaquin Piquerez;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
828;Nestor Fernando Muslera;GK;3;3;226;75;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;9,0;4,0;69,2
829;Santiago Ignacio Bueno;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
830;Juan Manuel Sanabria;MID;3;2;204;102;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
831;Radrigo Zalazar;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
832;Brice Lauriche Samba;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
833;Malo Arthur Gusto;DEF;4;1;116;116;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
834;Lucas Digne;DEF;5;4;374;94;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
835;Dayotchanculle Oswald Upamecano;DEF;8;7;661;94;0;0,0;1;0,13;0;0;0;0,0;0;0;;;;
836;Jules Olivier Kounde;DEF;8;7;605;86;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
837;Emmanuel Boris Kone;MID;5;4;405;101;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
838;Masour Ousmane Dembele;FWD;7;6;513;86;6;0,86;1;0,14;0;0;0;0,0;0;0;;;;
839;Aurélien Djani Tchouameni;MID;5;5;450;90;0;0,0;1;0,2;1;0;1;0,2;0;0;;;;
840;Marcus Lilian Thuram;FWD;1;0;1;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
841;Kylian Mbappe;FWD;8;8;698;87;10;1,25;4;0,5;1;0;1;0,13;1;0;;;;
842;Michael Akpovie Olise;FWD;8;8;649;81;0;0,0;8;1,0;0;0;0;0,0;0;0;;;;
843;Bradley Jean-Manuel Essolisa Barcola;FWD;7;3;323;108;3;0,43;1;0,14;0;0;0;0,0;0;0;;;;
844;N'golo Kante;MID;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
845;Adrien Thibault Marie Rabiot;MID;6;6;495;83;0;0,0;1;0,17;1;0;1;0,17;0;0;;;;
846;Ibrahima Konate;DEF;2;1;59;59;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
847;Mike Peterson Maignan;GK;8;8;720;90;0;0,0;0;0,0;0;0;0;0,0;0;0;4,0;16,0;10,0;61,5
848;William Alain André Gabriel Saliba;DEF;6;6;480;80;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
849;Warren Marie Jean-Pierre Zaire-Emery;MID;2;2;180;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
850;Théo Bernard François Hernandez;DEF;5;3;256;85;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
851;Désiré Nonka-Maho Doue;FWD;7;4;369;92;1;0,14;1;0,14;0;0;0;0,0;0;0;;;;
852;Lucas Francois Bernard Hernandez;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
853;Jean-Philippe Mateta;FWD;3;0;22;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
854;Robin François Philippe Risser;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
855;Mathis Rayan Cherki;MID;7;2;209;105;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
856;Maghnes Akliouche;MID;1;0;7;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
857;Maxence Guy Lacroix;DEF;4;3;330;110;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
858;Yehvann Djibril Victor Diouf;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
859;Mamadou Sarr;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
860;Kalidou Koulibaly;DEF;2;2;162;81;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
861;Abdoulaye Seck;DEF;1;1;58;58;0;0,0;1;1,0;1;0;1;1,0;0;0;;;;
862;Idrissa Gana Gueye;MID;4;4;363;91;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
863;Ismaila Pathe Ciss;MID;4;1;181;181;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
864;Assane Diao;FWD;1;0;9;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
865;Lamine Camara;MID;4;3;248;83;0;0,0;1;0,25;1;0;1;0,25;0;0;;;;
866;Ahmadou Bamba Mbacke Dieng;FWD;1;0;7;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
867;Sadio Mane;FWD;4;4;363;91;0;0,0;1;0,25;0;0;0;0,0;0;0;;;;
868;Nicolas Jackson;FWD;4;2;234;117;0;0,0;1;0,25;0;0;0;0,0;0;0;;;;
869;Pape Cherif Ndiaye;FWD;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
870;Iliman Cheikh Baroy Ndiaye;FWD;3;1;114;114;1;0,33;2;0,67;0;0;0;0,0;0;0;;;;
871;Ismail Joshua Jakobs;DEF;3;2;219;110;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
872;Krepin Diatta;DEF;4;4;390;98;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
873;Edouard Osoque Mendy;GK;2;2;153;77;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;7,0;6,0;53,8
874;Pape Matar Sarr;MID;2;0;65;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
875;Ismaila Sarr;FWD;4;4;366;92;4;1,0;1;0,25;0;0;0;0,0;0;0;;;;
876;Moussa Niakhate;DEF;4;4;390;98;0;0,0;1;0,25;0;0;0;0,0;0;0;;;;
877;Ibrahim Mbaye;FWD;4;1;154;154;1;0,25;0;0,0;0;0;0;0,0;0;0;;;;
878;Habib Mbacke Diarra;MID;3;2;144;72;2;0,67;0;0,0;0;0;0;0,0;0;0;;;;
879;Bara Sapoko Ndiaye;MID;1;0;25;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
880;Mory Diaw;GK;3;2;237;119;0;0,0;0;0,0;0;0;0;0,0;0;0;1,0;3,0;3,0;50,0
881;Antoine Alpha Mendy;DEF;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
882;El Hadji Malick Diouf;DEF;3;2;171;86;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
883;Pape Alassane Gueye;MID;4;3;237;79;2;0,5;1;0,25;1;0;1;0,25;0;0;;;;
884;Talib Raheem Fahad Talib;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
885;Ghareeb Solaka Rebin Sulaka;DEF;2;1;120;120;0;0,0;0;0,0;0;1;1;0,5;0;0;;;;
886;Haydar Hussein Hussein;DEF;2;2;163;82;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
887;Tahseen Abd Zaid Zaid;DEF;2;2;150;75;0;0,0;0;0,0;1;0;1;0,5;0;0;;;;
888;Hashim Rahman Akam Hashim;DEF;3;3;270;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
889;Younus Hashim Munaf Younus;DEF;1;0;74;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
890;Wali Faeq Youssef Amyn;MID;1;0;30;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
891;Bayesh Kamil Ibrahim Bayesh;MID;3;3;236;79;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
892;Ibrahim Karim Ali Alhamadi;FWD;3;2;180;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
893;Ali Kadhim Mohanad Ali;FWD;1;0;12;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
894;Ihab Ahmed Ahmed;FWD;3;2;123;62;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
895;Hasan Hachim Jalal Hassan;GK;2;1;134;134;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;7,0;4,0;63,6
896;Yousif Hashim Ali Yousif;FWD;1;0;33;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
897;Aamar Iqbal Zidane;MID;3;2;188;94;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
898;Hasan Maknazi Ahmed Maknazi;DEF;1;0;33;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
899;Fouad Aboud Amir Alammari;MID;3;3;248;83;0;0,0;1;0,33;2;0;2;0,67;0;0;;;;
900;Jasim Elaibi Ali Jasim;FWD;2;2;130;65;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
901;Hussein Ghadhban Aymen;FWD;2;2;116;58;1;0,5;0;0,0;0;0;0;0,0;0;1;;;;
902;Yakob William Kevin Yakob;MID;1;0;23;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
903;Hazar Anwar Aimar;MID;1;0;22;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
904;Jabbar Hussein Marko Farji;FWD;2;0;53;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
905;Basil Fadhil Ahmed;GK;2;2;136;68;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;9,0;8,0;52,9
906;Ghazi Salih Merchas;DEF;3;3;270;90;0;0,0;0;0,0;1;0;1;0,33;0;0;;;;
907;Ismael Khaleel Zaid Ismael;MID;2;2;119;60;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
908;Saadoon Abbood Mustafa;DEF;1;0;17;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
909;Dhia Jirjis Frans;DEF;1;1;90;90;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
910;Ørjan Haskjold Nyland;GK;5;5;480;96;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;17,0;7,0;70,8
911;Morten Thorsby;MID;1;0;44;0;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
912;Kristoffer Vassbakk Köpp Ajer;DEF;5;5;480;96;0;0,0;0;0,0;1;0;1;0,2;0;0;;;;
913;Leo Skiri Ostigard;DEF;5;1;144;144;1;0,2;0;0,0;0;0;0;0,0;0;0;;;;
914;David Møller Moller Wolfe;DEF;5;5;433;87;0;0,0;1;0,2;0;0;0;0,0;0;0;;;;
915;Patrick Berg;MID;6;4;443;111;0;0,0;2;0,33;1;0;1;0,17;0;0;;;;
916;Alexander Sorloth;FWD;5;5;341;68;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
917;Sander Gard Bolin Berge;MID;5;5;480;96;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
918;Erling Braut Haaland;FWD;5;5;465;93;7;1,4;0;0,0;0;0;0;0,0;0;0;;;;
919;Martín Odegaard;MID;5;5;471;94;0;0,0;3;0,6;0;0;0;0,0;0;0;;;;
920;Jørgen Strand Strand Larsen;FWD;2;1;105;105;0;0,0;0;0,0;0;0;0;0,0;0;0;;;;
921;Sander Tangvik;GK;0;0;0;0;0;0,0;0;0,0;0;0;0;0,0;0;0;0,0;0,0;0,0;0,0
